Field: G37.554+0.201

220.0486732673~220.0818737539GHz LSRK
220.0994504821~220.1287450291GHz LSRK
220.1482747271~220.1883106080GHz LSRK
220.2049108513~220.2332289134GHz LSRK
220.2537350963~220.2634999453GHz LSRK
220.2722883094~220.2996298866GHz LSRK
220.3767721937~220.4021608011GHz LSRK
220.4226669840~220.4402437122GHz LSRK
220.4646558347~220.4988328062GHz LSRK
220.5134800797~220.5203154740GHz LSRK
220.5720691737~220.5847634774GHz LSRK
220.6042931754~220.6140580244GHz LSRK
220.6453055412~220.6501879657GHz LSRK
220.7146359691~220.7390480916GHz LSRK
220.7566248198~220.7605307594GHz LSRK
220.7663896688~220.7702956084GHz LSRK
220.7868958517~220.7917782762GHz LSRK
220.8074020346~220.8240022779GHz LSRK
220.8318141571~220.8376730665GHz LSRK
220.8562262796~220.8698970682GHz LSRK

SpectralWindow: 29
230.0506372844~230.1609802702GHz LSRK
230.2107810868~230.4470908440GHz LSRK
230.5603632896~230.8611211624GHz LSRK
231.3093285118~231.9118207440GHz LSRK

SpectralWindow: 31
231.8749931304~231.8886639456GHz LSRK
231.9765477576~232.0146307428GHz LSRK
232.3085532696~232.3485892284GHz LSRK
232.4481908820~232.4618616972GHz LSRK
232.5643928112~232.6591120308GHz LSRK
232.7762904468~232.8797980476GHz LSRK
233.0536126980~233.0887662228GHz LSRK
233.1170843400~233.1405200232GHz LSRK
233.2157095068~233.2811341224GHz LSRK
233.3074992660~233.3416763040GHz LSRK
233.3582765796~233.3641355004GHz LSRK
233.3748768552~233.3905006440GHz LSRK
233.4119833536~233.4344425500GHz LSRK
233.4871728372~233.5047495996GHz LSRK
233.5164674412~233.5350206904GHz LSRK
233.5662682680~233.5789625964GHz LSRK
233.6277869364~233.6629404612GHz LSRK
233.7234826428~233.7273885900GHz LSRK

Field: G37.598+0.425

SpectralWindow: 25
216.659513~216.757162GHz LSRK
216.846999~216.865552GHz LSRK
216.9134~216.950506GHz LSRK
216.968083~216.998354GHz LSRK
217.087214~217.118464GHz LSRK
217.135062~217.145803GHz LSRK
217.18291~217.163383GHz LSRK
217.186816~217.225875GHz LSRK
217.261028~217.330359GHz LSRK
217.343053~217.361606GHz LSRK
217.37723~217.568621GHz LSRK
217.589128~217.744389GHz LSRK
217.767824~217.811766GHz LSRK
217.833249~217.954333GHz LSRK
217.970933~218.022687GHz LSRK
218.069558~218.086159GHz LSRK
218.099829~218.124242GHz LSRK
218.175995~218.209196GHz LSRK
218.27755~218.295127GHz LSRK
218.300009~218.319539GHz LSRK
218.344927~218.358598GHz LSRK
218.43574~218.454294GHz LSRK
218.468941~218.4914GHz LSRK

SpectralWindow: 27
219.0039283837~219.0488467305GHz LSRK
219.0634940175~219.0859531909GHz LSRK
219.1269655945~219.1865312283GHz LSRK
219.2031314869~219.2285201177GHz LSRK
219.2451203763~219.3251922119GHz LSRK
219.3622986723~219.3740165019GHz LSRK
219.3906167605~219.4199113345GHz LSRK
219.4286997067~219.4326056499GHz LSRK
219.4492059085~219.4677591387GHz LSRK
219.5068185707~219.5273247725GHz LSRK
219.5419720595~219.5800550057GHz LSRK
219.6200909235~219.6581738697GHz LSRK
219.6845389863~219.7118805887GHz LSRK
219.7216454467~219.7275043615GHz LSRK
219.7558224497~219.8036702539GHz LSRK
219.8173410551~219.8358942853GHz LSRK
219.9325663795~219.9530725813GHz LSRK
219.9813906695~219.9950614707GHz LSRK
220.0253325305~220.0487681897GHz LSRK
220.0653684483~220.0761097921GHz LSRK
220.1386048833~220.1503227129GHz LSRK
220.1757113437~220.1952410597GHz LSRK
220.2069588893~220.2450418355GHz LSRK
220.2694539805~220.2753128953GHz LSRK
220.4129973931~220.4188563079GHz LSRK
220.4276446801~220.4344800807GHz LSRK
220.4452214245~220.4657276263GHz LSRK
220.4784219417~220.4950222003GHz LSRK
220.5594702631~220.5643526921GHz LSRK
220.7039901615~220.7137550195GHz LSRK
220.7254728491~220.7323082497GHz LSRK
220.7733206533~220.7782030823GHz LSRK
